example_id,statement,intent_code,intent_meaning,department,split,urgency,sentiment,channel,language,has_order_context,wording_style,synthetic_source,created_date
REST_INTENT_024540,I need help. The fries were soggy and stale. please help!,FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,train,low,negative,email,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024541,"Hello, You forgot the brownie in my order. today",MISSING_ITEM,Item missing from order,Kitchen / Takeout,test,medium,negative,phone,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024542,"Hey, Book a flight ticket for me. asap?",OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024543,Can you help me? Can you provide food for a corporate event? thanks,CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024544,Need help now: There are two restaurant charges for one order. ASAP!,DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,mobile_app,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024545,URGENT: The sauce smelled expired. please fix this?,FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,chatbot,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024546,URGENT: I want to cancel my reservation. please fix this,RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024547,"Hi, I want to place a large ordr for 14 guests. please?",CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024548,"Can you help me? I tried paying with Amex card, but it failed. please help.",PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024549,There may be a contamination issue with order R981742.,FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,chatbot,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_024550,I waited over an hour for order R955463.,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,mobile_app,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_024551,Can you help me? I want to discuss bulk food delivery. asap,CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024552,I paid once but see two transactions. today.,DOUBLE_CHARGED,Customer charged twice,Payments,validation,high,negative,website,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024553,My order R436776 is late.,ORDER_DELAYED,Order is late,Delivery / Kitchen,validation,medium,negative,mobile_app,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_024554,confirm allergens for fried rice?,ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,email,en,false,short,template_slot_generation_v1,2026-06-14
REST_INTENT_024555,URGENT: Please reserve seats for 3 at next Sunday. please fix this?,RESERVATION_CREATE,Book a table,Reservations,test,low,neutral,phone,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024556,Need help now: The restroom was dirty. ASAP,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,email,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024557,"Hey, Escalate this to a human. today!",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,validation,medium,negative,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024558,"Hi, Someone from your store called about my lost item. asap!",LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,chatbot,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024559,Order R469321 is missing an item.,MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,phone,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_024560,"The app says delivered, but I did not receive order R472842.",ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,website,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_024561,I need help. The app did not credit my reward points. please!,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,email,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024562,Need help now: The app did not credit my app rewards. ASAP?,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,chatbot,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024563,"Need help now: I tried paying with gift card, but it failed. please fix this!",PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,chatbot,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024564,"Hello, The delivry for ordr R377072 was supposed to arrive 20 minutes ago but it is still not here. asap?",ORDER_DELAYED,Order is late,Delivery / Kitchen,validation,medium,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024565,I need help. The high chair for my child was dirty. if possible!,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,test,medium,negative,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024566,"Quick question, I need support for my bank account. if possible!",OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,chatbot,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024567,"Hey, Why is my falafel wrap ordr delayed? thanks?",ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,website,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024568,Can you help me? The resturant smelled bad and looked dirty. if possible,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024569,"Hello, I need support for my bank account. thanks.",OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024570,My stars were not added after order R183417.,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,website,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_024571,"Hey, I tried paying with Google Pay, but it failed. please.",PAYMENT_FAILED,Payment failed,Payments,validation,medium,negative,email,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024572,"This is urgent, I need to change my reservation time to this afternoon. ASAP!",RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,mobile_app,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024573,"Quick question, Escalate this to a human. if possible",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,phone,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024574,"Hello, Can you tell me the price of garlic bread? if possible?",MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024575,The trash near the counter at airport location was unacceptable.,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,email,en,false,short,template_slot_generation_v1,2026-06-14
REST_INTENT_024576,"Quick question, I need help with a failed restaurant payment.",PAYMENT_FAILED,Payment failed,Payments,validation,medium,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024577,"Quick question, I want to discuss bulk food delivery. please help?",CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024578,"Please help, Can we get a table tonight? please help.",RESERVATION_CREATE,Book a table,Reservations,test,low,neutral,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024579,"Quick question, Can you fix my laptop? please help.",OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,email,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024580,"Quick question, The order was wrong, so I want my money back. thanks!",REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,chatbot,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024581,"Hello, The ordr label is mine, but the food is wrong. today!",WRONG_ITEM,Wrong food/item received,Kitchen,test,medium,negative,phone,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024582,How do I get a refund? please help?,REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024583,"Hi, Can I reserve a table at the Mesa restaurant?",RESERVATION_CREATE,Book a table,Reservations,test,low,neutral,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024584,Do you have parking at the mall food court?,GENERAL_INQUIRY,General question,Customer Support,validation,low,neutral,phone,en,false,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_024585,"Hello, The delivery person was disrespectful. please?",STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,train,medium,negative,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024586,"Please help, I did not receive rewards for my purchase. right now.",LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024587,"Please help, The app says arriving soon, but my food is still not here. please.",ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024588,"Quick question, Track my ordr R826059 from the drive-thru location. please help!",ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,email,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024589,"Hello, The same amount was deducted twice. if possible.",DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024590,URGENT: The transaction did not go through. please fix this.,PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,email,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024591,Can you help me? Did anyone find a umbrella after my visit? right now,LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024592,"Please help, The app says my promo code expired, but it should still work. please help?",PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024593,URGENT: Is this dish safe for someone with a shellfish allergy? ASAP.,ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,chatbot,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024594,"Hello, The manager did not handle my concern properly. right now.",STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,train,medium,negative,chatbot,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024595,There may be a contamination issue with order R243827.,FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,mobile_app,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_024596,"Hello, Can the front desk check for a missing credit card? if possible!",LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024597,Can you help me? I cannot use my discount code. today!,PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,validation,low,negative,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024598,Checkout is stuck after paymnt. please help.,PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024599,URGENT: We need trays of burrito bowl for an event. please fix this!,CATERING_INQUIRY,Bulk/catering order,Catering,test,low,neutral,counter,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024600,URGENT: Update my reservation at the airport location. ASAP.,RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,phone,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024601,Checkout is stuck after payment. thanks.,PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024602,Can you help me? Please make a dinner reservation for 8. please help!,RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,chatbot,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024603,"Hello, Order R444114 has been delayed for too long.",ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,email,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024604,Payment keeps failing on the checkout page. please help?,PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,chatbot,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024605,I need help. How do I cancel a dinner reservation? please help.,RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_024606,URGENT: I need to change my reservation time to tomorrow evening. please fix this!,RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,mobile_app,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_024607,I need help. The app did not credit my reward points. if possible.,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,validation,low,negative,chatbot,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_024608,Need help now: Can you help me with my movie tickets? ASAP!,OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,test,low,neutral,chatbot,en,false,urgent,template_slot_generation_v1,2026-06-14
